Season,NAT,Club_Name,TSR,STR,PDO,Pass_Success,Possesion,Team_Value,AGE,FPPsq,Country Score,Rating,Pts
422,1516,NED,Vitesse,0.39757,0.545436,1009.923,0.812941,0.584118,0.757,22.1,0.612903,40.979,6.91,10.112
423,1516,NED,FC Groningen,0.308714,0.434069,1033.539,0.771471,0.504706,0.58,23,0.3125,40.979,6.73,9.612
424,1516,NED,SC Heerenveen,0.362627,0.504384,942.7436,0.746471,0.505882,0.461,21.2,0.30303,40.979,6.75,8.612
425,1516,NED,PEC Zwolle,0.332315,0.464126,1012.509,0.739412,0.461176,0.414,21.7,0.324324,40.979,6.82,8.612
426,1516,NED,ADO Den Haag,0.360238,0.485104,1032.726,0.733529,0.46,0.541,23.9,0.275862,40.979,6.79,8.112
427,1516,NED,FC Utrecht,0.405195,0.582834,947.2848,0.776176,0.517059,0.354,21.6,0.25,40.979,6.89,7.612
428,1516,TUR,Galatasaray,0.34869,0.505067,1090.058,0.817941,0.571471,3.4,25.6,0.352941,32.6,6.82,57.92
429,1516,TUR,Fenerbahce,0.456422,0.66492,1144.294,0.787353,0.56,4.15,24.5,0.35,32.6,6.99,40.92
430,1516,TUR,Trabzonspor,0.324083,0.46498,909.5238,0.78,0.502353,2.19,23.5,0.28,32.6,6.66,36.42
431,1516,TUR,Besiktas,0.431127,0.605837,1175.378,0.812647,0.579412,3.19,24.5,0.416667,32.6,6.99,34.92
432,1516,TUR,Bursaspor,0.349427,0.473619,923.9538,0.748824,0.501471,1.81,23.9,0.404762,32.6,6.7,11.42
433,1516,TUR,Istanbul Basaksehir,0.380659,0.55459,1136.473,0.760294,0.506176,1.36,26.3,0.3,32.6,6.82,7.92
434,1516,TUR,Eskisehirspor,0.335087,0.41171,856.9423,0.747647,0.468235,0.879,23.9,0.404255,32.6,6.59,7.92
435,1516,TUR,Gaziantepspor,0.301533,0.417528,949.496,0.706765,0.474706,0.779,23.5,0.35,32.6,6.66,7.92
436,1516,ENG,Manchester United,0.515226,0.533459,1047.201,0.814474,0.574211,8.5,22.5,0.522727273,80.391,6.83,82.256
437,1516,ENG,Chelsea,0.53753,0.495798,983.5873,0.805,0.551053,14.5,23.7,0.725,80.391,6.87,136.256
438,1516,ENG,Arsenal,0.545588,0.560975,1028.237,0.824737,0.564474,9.97,23.7,0.707317073,80.391,7.08,105.236
439,1516,ENG,Tottenham,0.598261,0.650173,1022.731,0.797105,0.567632,8.19,22.7,0.516129032,80.391,7.01,74.256
440,1516,ENG,Liverpool,0.572433,0.567268,923.8993,0.793784,0.571081,7.39,22.5,0.568181818,80.391,6.91,56.256
441,1516,ENG,Manchester City,0.643662,0.643075,1004.284,0.820263,0.683684,11.91,24.4,0.710526316,80.391,7.01,93.256
442,1516,ENG,Everton,0.477702,0.481882,1010.933,0.803158,0.519474,5.23,24.7,0.487179487,80.391,6.88,29.256
443,1516,ENG,Swansea,0.459981,0.412228,989.8295,0.796842,0.528947,3.84,24.8,0.805555556,80.391,6.75,22.256
444,1516,ENG,Stoke,0.450283,0.418546,992.2192,0.781579,0.501316,4.1,26.3,0.774193548,80.391,6.74,23.256
445,1516,ENG,Newcastle United,0.429055,0.473956,1019.204,0.755789,0.468421,4.78,23.6,0.642857143,80.391,6.73,30.256
446,1516,ENG,Southampton,0.429841,0.555502,940.5544,0.766579,0.490526,5.36,24.1,0.542857143,80.391,6.91,16.756
447,1516,ENG,West Ham,0.516953,0.540566,1020.915,0.766579,0.497632,3.7,23.2,0.52,80.391,6.92,16.256
448,1516,FRA,Lyon,0.599687,0.571403,1018.35,0.835152,0.626667,5.2,24,0.303030303,52.749,6.96,63.049
449,1516,FRA,Marseille,0.545305,0.569946,959.0789,0.823333,0.578788,3.79,22.9,0.52631579,52.749,6.84,46.549
450,1516,FRA,Bordeaux,0.529886,0.489245,989.9668,0.784848,0.501818,1.92,22.5,0.523809524,52.749,6.85,28.549
451,1516,FRA,Paris Saint,0.618755,0.711633,1138.54,0.895152,0.67303,12.38,23.9,0.542857143,52.749,7.27,112.549
452,1516,FRA,Lille,0.55044,0.537024,943.6508,0.765152,0.514848,1.93,24.6,0.441176471,52.749,6.9,29.549
453,1516,FRA,Saint-Etienne,0.478999,0.454691,944.0476,0.755152,0.513636,2.39,24.1,0.3,52.749,6.75,26.049
454,1516,FRA,Rennes,0.468468,0.473589,983.4993,0.7825,0.489688,1.28,23.7,0.473684211,52.749,6.8,13.549
455,1516,FRA,Monaco,0.494735,0.535136,1024.711,0.779394,0.490606,3.92,22.3,1,52.749,6.85,36.549
456,1516,FRA,Montpellier,0.475099,0.463649,864.442,0.769394,0.496667,1.46,24.9,0.4375,52.749,6.84,16.549
457,1516,FRA,Guingamp,0.464925,0.465938,936.0871,0.719394,0.41697,1.01,25.8,0.35483871,52.749,6.77,19.549
458,1516,FRA,Nice,0.480367,0.524772,1131.771,0.840938,0.575,1.42,22.4,0.257142857,52.749,6.9,12.049
459,1516,ITA,Inter,0.520128,0.524908,1019.898,0.815263,0.549737,7.19,24,0.707317073,70.51,6.85,58.087
460,1516,ITA,AC Milan,0.542692,0.540712,1002.234,0.787895,0.526053,5.7,24.7,0.365853659,70.51,6.86,67.087
461,1516,ITA,Roma,0.566117,0.57474,1038.659,0.816053,0.575789,7.23,23.9,0.727272727,70.51,6.94,41.587
462,1516,ITA,Fiorentina,0.620738,0.618684,992.8164,0.853158,0.616053,4.95,25.5,0.764705882,70.51,6.87,57.087
463,1516,ITA,Juventus,0.627474,0.67465,1078.263,0.847105,0.561053,11.27,25.1,0.571428571,70.51,7.07,107.087
464,1516,ITA,Udinese,0.45997,0.482796,973.2344,0.730263,0.440789,2.41,25.2,0.75,70.51,6.68,30.587
465,1516,ITA,Palermo,0.404234,0.369287,981.3362,0.749474,0.424737,1.56,23.5,0.5,70.51,6.67,15.087
466,1516,ITA,Sampdoria,0.424896,0.440366,1004.824,0.781053,0.492632,3.37,25.1,0.525,70.51,6.71,15.087
467,1516,ITA,Lazio,0.546168,0.493706,985.0467,0.791842,0.547368,4.62,24.6,0.675675676,70.51,6.79,63.087
468,1516,ITA,Napoli,0.646748,0.724499,1033.262,0.854211,0.628684,8.41,24.6,0.633333333,70.51,6.97,90.087
469,1516,ITA,Torino,0.511297,0.551913,988.2932,0.802368,0.475,2.48,25.8,0.454545455,70.51,6.75,27.087
470,1516,GER,Bayern Munich,0.69368,0.744848,970.6481,0.875,0.709118,17.9,24.9,0.558823529,79.415,7.13,163.035
471,1516,GER,Bayer Leverkusen,0.579548,0.566245,1004.567,0.734706,0.530588,6.08,23.2,0.606060606,79.415,6.95,89.035
472,1516,GER,Borussia Dortmund,0.665145,0.65188,1041.904,0.833235,0.639412,10.39,23.9,0.466666667,79.415,7.07,110.035
473,1516,GER,Schalke 04,0.495738,0.501311,1021.65,0.789412,0.521471,6.54,23.9,0.4375,79.415,6.9,96.035
474,1516,GER,VfB Stuttgart,0.516309,0.464994,902.4786,0.712647,0.477647,2.43,23.8,0.5,79.415,6.7,26.535
475,1516,GER,Hannover 96,0.427342,0.37581,947.5872,0.722059,0.457941,1.89,23.5,0.538461539,79.415,6.67,42.035
476,1516,GER,Wolfsburg,0.551852,0.560662,893.8322,0.820588,0.578824,7.58,24.5,0.542857143,79.415,6.85,56.035
477,1516,GER,Eintracht Frankfurt,0.458194,0.439859,953.9767,0.721765,0.471765,2.5,23.9,0.571428571,79.415,6.69,28.035
478,1516,GER,Borussia,0.493404,0.536775,949.0774,0.795152,0.556667,4.81,24.4,0.586206897,79.415,6.94,42.035
479,1516,GER,Mainz 05,0.445851,0.466027,946.8986,0.72,0.461471,1.73,24.3,0.564102564,79.415,6.84,18.035
480,1516,GER,Augsburg,0.437485,0.446503,1082.306,0.747647,0.468824,1.6,24.9,0.512820513,79.415,6.8,23.035
